Tweets_text,User_name,Source
  DM tells me there is so much more to this than covid  if it s that at all  No other reason to play the game ,strong_te,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
On 16 Dec at 9am GMT  Mary Robinson will join   s Deputy Director General   and Goodwill Ambassador for UHC ,ineeshadvs,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
With COVID cases surging  Gov  Cuomo has shut down indoor dining in NYC  That s after new study from South Korea found tha ,sophierose729,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
DFF  I strongly recommend checking out the Barbell Medicine podcast over the Covid 19 vaccine  This podcast was made to educate ,ffShaneB,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
PwME  were unsurprised to hear that 10s of 1000s of COVID 19  long haulers  were experiencing incapacitating symptoms that r ,D_NewtonSmith,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
Joel Osteen s Texas megachurch received  4 4M COVID 19 stimulus loan  ,scottlara1961,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
    BMC Staff has time to choreograph a dance with overrun hospitals full of Covid patients     ,smalltownvoice,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Crystal Molina  the very first El Pasoan to get the Covid 19 vaccine     ,EPCountyJudge,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
As we set new records every day  the main messages in today s task force briefing were as follows     1   Continue the ,robini_pearl,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
Her  babe come round and see me  Me  but it s covid we should be isolating Her  my parents aren t home Me   ,LivPoppy,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
For Modi Govt   Dissenting students are anti nationals   Concerned citizens are urban naxals   Migrant labourers are Covid ,JAslamBasha,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Great guide to common  COVID19 vaccine questions from   and    Hear more about the importance of hea   ,finhealthnet,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
That has to be one of the dumbest things av ever heard  The country is officially gone mad,supergogsy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
A 23 year old with shortness of breath and in respiratory distress  whose oxygen saturation levels  normally 100   is only ,now_justice,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
    Not if you live with teachers and children  My daughter has  4 children She was sent home   ,annerichardyork,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
What to expect from  assistedreproductivetechnology process during COVID   ,King_Spry_Law,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
        Health This hyper focus on S protein and antibodies only leaves us op   ,RNorris02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
This is how bad things are currently going in  onted      More kids   lt 20 years  in Ontario have been diagno ,sashalou2012,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Dolly Parton   donates secretly to Covid vaccine development   Elon Musk  rocket go brrr  ,theisabo,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Wow  ONTARIO s top doctor  says whatever they write down for him   Hey covid idiots  what say you ,f46d16af234e453,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
 People just want to feed their families  care for their employees  provide for their communities    The  ReopenMN   ,EpochTimes,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
The first home test for COVID 19 that doesn t require a prescription will soon be on U S  store shelves   ,KYWNewsradio,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>"
Hi everyone I m here to see if I can get some help with a motel room for a couple days   I got accepted into  the home ,maddiegbear,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Daily US Covid Deaths by County For KY   12 11 20   Our Covid visualizations provide accurate insight into covid 19   ,njoyflyfishing,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>"
   how is this ok ,Ajad_d,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
17 important COVID 19 vaccine facts from Michigan s top health official  ,clickondetroit,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>"
dr  Yes  hydroxychloroquine is scientifically proven against COVID 19 by   rafaeli  ,JCicero_Oficial,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Down  a significant number of players  due to COVID 19  Michigan cancels Iowa game  ,RobDavidek,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
JUST IN  PA Department of Health confirms that Doylestown Hospital has received the new Pfizer BioNTech COVID 19 vaccine t ,Jflood111,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
  While forgetting to tell people about things like the crap he slid into the COVID relief Bill  Helpi   ,RetiredCdnRJB,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
I am trying to get the phrase  voluntary  recession  into common use with regards to Covid  Pass it on ,Yorgo74270232,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
No words ,mikefromohio13,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
In England  as of yesterday 44 464 people who had a COVID test in the previous 28 days died  However  only 2130 had COVID m ,GabM0L,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Maybe DR Jill should look into her husband s covid cough before he does anymore speeches  ,lovcur,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
CN Tod Covid Corona triage,Feenstaub131,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
One of the key scientists behind the Moderna vaccine is Dr  Kizzmekia Corbett  a 34 year old Black woman who will go do ,mom2mckee,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
if the covid vaccine worked it would cost like  500k  there s no way that American healthcare providers are delivering an ,genkiclytie,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Speak out  the commercial trade in live wildlife for human consumption is deadly for humans and animals  Commercial   ,T_Ra1000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
 Creepy Uncle Covid    ,fateemasayani,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Our health care heroes have been on the front line and will continue to be there in the fight against COVID 19   Let s ,TCKRangeltoon,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Shocking report on COVID vaccine adverse effects  the roll out continues anyway  Millions of people can experience life threat ,3Zzaps,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Tuesday s Ohio COVID numbers   Gov  Mike DeWine briefing just ended  7 054 confirmed deaths  82 new reported  49 reported ,DrJohnCav,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
As we head into rough times with lack of stimulus and increasing COVID numbers do you have enough cash to survive    ,KaizenSolutions,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>"
Spokespersons for six area hospitals  including York Hospital s Jean Kolak  spoke with Seacoast Online about the im   ,YorkHospital,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>"
 We re now talking about two pandemics  We have a pollution pandemic  and we have the  COVID pandemic      ,EnvirHealthNews,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>"
Head of Neuropsychology Unit   Dr    talks about most frequent symptoms persistence after long  covid ,MarArizaG,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
COVID 19 vaccine arrives in the Rio Grande Valley  ,krgv,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>"
Community Arts COVID Response grants open  Deadline to apply is December 21  If you are an arts organization based   ,zfforg,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>"
Cyber criminals continue to target healthcare organizations with ties to COVID vaccines     ,SOFTwarfare,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>"
Stay safe out there family  We are up against racism covid and haters   Trying times  Remain focused and  protectyapeace,ThisisSonRise,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>"
Agree  Preserving human life should be the priority as  it is what gives meaning to our world  Healthcare is a huma   ,CarloTresero,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
A veteran in Wales was fined  1000 pounds under COVID 19 rules for playing football with his two autistic sons in the par ,AlexaARyan,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
First COVID 19 vaccines being administered in Washington    ,drekklin,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
BREAKING US authorizes first at home Covid test  ,Apochryphal,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Clapped at the start of the year  sacked at the end of the year  Our hospital porters have worked right through the Cov ,sevemac67,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
Key lawmakers may be approaching a deal on an economic relief package that would include unemployment benefits  but   ,KPIXtv,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>"
During press call just now  Odessa hospital rep  says they continue to get Covid patient transfers from across this rura ,NancyOsborne180,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Westbrook kept pointing out that the CDC tells municipalities not to sweep encampments during the COVID 19 pandemic so ,HOESinCO,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
President Joe Biden will nominate Pete Buttigieg as Transportation Secretary   The Transportation Department has been u ,SMSCats2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
Yesterday  the first day on which any Americans received the Pfizer BioNTech COVID 19 vaccine under FDA emergency u   ,HCInnovationGrp,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>"
      Son of a Bitch   these laws  amp  rules abt Covid have to stop  and police have to   ,donrondel,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
COVID outbreak at Eton     Action  students are ALL working remotely   right move I would say   COVID outbreak in state sc ,the_real_tsnutz,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
  evi You think you re really smart   It s not amor at all by me  I was making a point  I know a family locall   ,GammonUncle,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Crack kits help minimize hepatitis C infection  decreasing  blood to blood transmission risk via mouth sores cuts thro ,supporthosechi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
We have activated WR Dez Bryant off the Reserve COVID list   ,A1Scheder,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Eton and other private schools allowed to close for the safety of staff and pupils  state schools in Greenwich where Covid is r ,peterel74038008,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Well  duh  This is exactly why learning should be done remotely  in person religious gatherings should not be happe   ,tdciago,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
Teacher Shortage Compounds Covid Crisis in Schools     ,drudge_tweeter,"<a href=""http://www.example.com"" rel=""nofollow"">DrudgeTweeter</a>"
Lab  NIH funded COVID 19 home test is first to receive over the counter authorization from FDA  30  Covid 19   COVID 19  COVID19 ,ECU_BSOM_FacDev,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
by the end of this year I will have lost almost everything due to covid lockdown response and the eco ,Flaverne2,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
